UUID        = 61d2d1b4-694b-4d43-9460-5caf62d01661
ScanDate    = 20210611_103822
LogVersion  = EJA_1
LogDataType = ACQUISITION_INFO
NumSlices   = 69
NumVolumes  = 380
NumEchoes   = 1

VOLUME   SLICE   ACQ_START_TICS  ACQ_FINISH_TICS  ECHO
     6       4         15338555         15338569     0
     6      27         15338555         15338569     0
     6      50         15338555         15338569     0
     6       6         15338589         15338603     0
     6      29         15338589         15338603     0
     6      52         15338589         15338603     0
     6       8         15338624         15338638     0
     6      31         15338624         15338638     0
     6      54         15338624         15338638     0
     6      10         15338658         15338672     0
     6      33         15338658         15338672     0
     6      56         15338658         15338672     0
     6      12         15338692         15338707     0
     6      35         15338692         15338707     0
     6      58         15338692         15338707     0
     6      14         15338727         15338741     0
     6      37         15338727         15338741     0
     6      60         15338727         15338741     0
     6      16         15338761         15338775     0
     6      39         15338761         15338775     0
     6      62         15338761         15338775     0
     6      18         15338796         15338810     0
     6      41         15338796         15338810     0
     6      64         15338796         15338810     0
     6      20         15338830         15338844     0
     6      43         15338830         15338844     0
     6      66         15338830         15338844     0
     6      22         15338865         15338879     0
     6      45         15338865         15338879     0
     6      68         15338865         15338879     0
     6       1         15338899         15338913     0
     6      24         15338899         15338913     0
     6      47         15338899         15338913     0
     6       3         15338933         15338948     0
     6      26         15338933         15338948     0
     6      49         15338933         15338948     0
     6       5         15338968         15338982     0
     6      28         15338968         15338982     0
     6      51         15338968         15338982     0
     6       7         15339002         15339016     0
     6      30         15339002         15339016     0
     6      53         15339002         15339016     0
     6       9         15339037         15339051     0
     6      32         15339037         15339051     0
     6      55         15339037         15339051     0
     6      11         15339071         15339085     0
     6      34         15339071         15339085     0
     6      57         15339071         15339085     0
     6      13         15339106         15339120     0
     6      36         15339106         15339120     0
     6      59         15339106         15339120     0
     6      15         15339140         15339154     0
     6      38         15339140         15339154     0
     6      61         15339140         15339154     0
     6      17         15339174         15339189     0
     6      40         15339174         15339189     0
     6      63         15339174         15339189     0
     6      19         15339209         15339223     0
     6      42         15339209         15339223     0
     6      65         15339209         15339223     0
     6      21         15339243         15339257     0
     6      44         15339243         15339257     0
     6      67         15339243         15339257     0
     7       0         15339286         15339300     0
     7      23         15339286         15339300     0
     7      46         15339286         15339300     0
     7       2         15339320         15339334     0
     7      25         15339320         15339334     0
     7      48         15339320         15339334     0
     7       4         15339355         15339369     0
     7      27         15339355         15339369     0
     7      50         15339355         15339369     0
     7       6         15339389         15339403     0
     7      29         15339389         15339403     0
     7      52         15339389         15339403     0
     7       8         15339424         15339438     0
     7      31         15339424         15339438     0
     7      54         15339424         15339438     0
     7      10         15339458         15339472     0
     7      33         15339458         15339472     0
     7      56         15339458         15339472     0
     7      12         15339492         15339507     0
     7      35         15339492         15339507     0
     7      58         15339492         15339507     0
     7      14         15339527         15339541     0
     7      37         15339527         15339541     0
     7      60         15339527         15339541     0
     7      16         15339561         15339575     0
     7      39         15339561         15339575     0
     7      62         15339561         15339575     0
     7      18         15339596         15339610     0
     7      41         15339596         15339610     0
     7      64         15339596         15339610     0
     7      20         15339630         15339644     0
     7      43         15339630         15339644     0
     7      66         15339630         15339644     0
     7      22         15339665         15339679     0
     7      45         15339665         15339679     0
     7      68         15339665         15339679     0
     7       1         15339699         15339713     0
     7      24         15339699         15339713     0
     7      47         15339699         15339713     0
     7       3         15339733         15339748     0
     7      26         15339733         15339748     0
     7      49         15339733         15339748     0
     7       5         15339768         15339782     0
     7      28         15339768         15339782     0
     7      51         15339768         15339782     0
     7       7         15339802         15339816     0
     7      30         15339802         15339816     0
     7      53         15339802         15339816     0
     7       9         15339837         15339851     0
     7      32         15339837         15339851     0
     7      55         15339837         15339851     0
     7      11         15339871         15339885     0
     7      34         15339871         15339885     0
     7      57         15339871         15339885     0
     7      13         15339906         15339920     0
     7      36         15339906         15339920     0
     7      59         15339906         15339920     0
     7      15         15339940         15339954     0
     7      38         15339940         15339954     0
     7      61         15339940         15339954     0
     7      17         15339974         15339989     0
     7      40         15339974         15339989     0
     7      63         15339974         15339989     0
     7      19         15340009         15340023     0
     7      42         15340009         15340023     0
     7      65         15340009         15340023     0
     7      21         15340043         15340057     0
     7      44         15340043         15340057     0
     7      67         15340043         15340057     0
     8       0         15340086         15340100     0
     8      23         15340086         15340100     0
     8      46         15340086         15340100     0
     8       2         15340120         15340134     0
     8      25         15340120         15340134     0
     8      48         15340120         15340134     0
     8       4         15340155         15340169     0
     8      27         15340155         15340169     0
     8      50         15340155         15340169     0
     8       6         15340189         15340203     0
     8      29         15340189         15340203     0
     8      52         15340189         15340203     0
     8       8         15340224         15340238     0
     8      31         15340224         15340238     0
     8      54         15340224         15340238     0
     8      10         15340258         15340272     0
     8      33         15340258         15340272     0
     8      56         15340258         15340272     0
     8      12         15340292         15340307     0
     8      35         15340292         15340307     0
     8      58         15340292         15340307     0
     8      14         15340327         15340341     0
     8      37         15340327         15340341     0
     8      60         15340327         15340341     0
     8      16         15340361         15340375     0
     8      39         15340361         15340375     0
     8      62         15340361         15340375     0
     8      18         15340396         15340410     0
     8      41         15340396         15340410     0
     8      64         15340396         15340410     0
     8      20         15340430         15340444     0
     8      43         15340430         15340444     0
     8      66         15340430         15340444     0
     8      22         15340465         15340479     0
     8      45         15340465         15340479     0
     8      68         15340465         15340479     0
     8       1         15340499         15340513     0
     8      24         15340499         15340513     0
     8      47         15340499         15340513     0
     8       3         15340533         15340548     0
     8      26         15340533         15340548     0
     8      49         15340533         15340548     0
     8       5         15340568         15340582     0
     8      28         15340568         15340582     0
     8      51         15340568         15340582     0
     8       7         15340602         15340616     0
     8      30         15340602         15340616     0
     8      53         15340602         15340616     0
     8       9         15340637         15340651     0
     8      32         15340637         15340651     0
     8      55         15340637         15340651     0
     8      11         15340671         15340685     0
     8      34         15340671         15340685     0
     8      57         15340671         15340685     0
     8      13         15340706         15340720     0
     8      36         15340706         15340720     0
     8      59         15340706         15340720     0
     8      15         15340740         15340754     0
     8      38         15340740         15340754     0
     8      61         15340740         15340754     0
     8      17         15340774         15340789     0
     8      40         15340774         15340789     0
     8      63         15340774         15340789     0
     8      19         15340809         15340823     0
     8      42         15340809         15340823     0
     8      65         15340809         15340823     0
     8      21         15340843         15340857     0
     8      44         15340843         15340857     0
     8      67         15340843         15340857     0
     9       0         15340886         15340900     0
     9      23         15340886         15340900     0
     9      46         15340886         15340900     0
     9       2         15340920         15340934     0
     9      25         15340920         15340934     0
     9      48         15340920         15340934     0
     9       4         15340955         15340969     0
     9      27         15340955         15340969     0
     9      50         15340955         15340969     0
     9       6         15340989         15341003     0
     9      29         15340989         15341003     0
     9      52         15340989         15341003     0
     9       8         15341024         15341038     0
     9      31         15341024         15341038     0
     9      54         15341024         15341038     0
     9      10         15341058         15341072     0
     9      33         15341058         15341072     0
     9      56         15341058         15341072     0
     9      12         15341092         15341107     0
     9      35         15341092         15341107     0
     9      58         15341092         15341107     0
     9      14         15341127         15341141     0
     9      37         15341127         15341141     0
     9      60         15341127         15341141     0
     9      16         15341161         15341175     0
     9      39         15341161         15341175     0
     9      62         15341161         15341175     0
     9      18         15341196         15341210     0
     9      41         15341196         15341210     0
     9      64         15341196         15341210     0
     9      20         15341230         15341244     0
     9      43         15341230         15341244     0
     9      66         15341230         15341244     0
     9      22         15341265         15341279     0
     9      45         15341265         15341279     0
     9      68         15341265         15341279     0
     9       1         15341299         15341313     0
     9      24         15341299         15341313     0
     9      47         15341299         15341313     0
     9       3         15341333         15341348     0
     9      26         15341333         15341348     0
     9      49         15341333         15341348     0
     9       5         15341368         15341382     0
     9      28         15341368         15341382     0
     9      51         15341368         15341382     0
     9       7         15341402         15341416     0
     9      30         15341402         15341416     0
     9      53         15341402         15341416     0
     9       9         15341437         15341451     0
     9      32         15341437         15341451     0
     9      55         15341437         15341451     0
     9      11         15341471         15341485     0
     9      34         15341471         15341485     0
     9      57         15341471         15341485     0
     9      13         15341506         15341520     0
     9      36         15341506         15341520     0
     9      59         15341506         15341520     0
     9      15         15341540         15341554     0
     9      38         15341540         15341554     0
     9      61         15341540         15341554     0
     9      17         15341574         15341589     0
     9      40         15341574         15341589     0
     9      63         15341574         15341589     0
     9      19         15341609         15341623     0
     9      42         15341609         15341623     0
     9      65         15341609         15341623     0
     9      21         15341643         15341657     0
     9      44         15341643         15341657     0
     9      67         15341643         15341657     0
    10       0         15341686         15341700     0
    10      23         15341686         15341700     0
    10      46         15341686         15341700     0
    10       2         15341720         15341734     0
    10      25         15341720         15341734     0
    10      48         15341720         15341734     0
    10       4         15341755         15341769     0
    10      27         15341755         15341769     0
    10      50         15341755         15341769     0
    10       6         15341789         15341803     0
    10      29         15341789         15341803     0
    10      52         15341789         15341803     0
    10       8         15341824         15341838     0
    10      31         15341824         15341838     0
    10      54         15341824         15341838     0
    10      10         15341858         15341872     0
    10      33         15341858         15341872     0
    10      56         15341858         15341872     0
    10      12         15341892         15341907     0
    10      35         15341892         15341907     0
    10      58         15341892         15341907     0
    10      14         15341927         15341941     0
    10      37         15341927         15341941     0
    10      60         15341927         15341941     0
    10      16         15341961         15341975     0
    10      39         15341961         15341975     0
    10      62         15341961         15341975     0
    10      18         15341996         15342010     0
    10      41         15341996         15342010     0
    10      64         15341996         15342010     0
    10      20         15342030         15342044     0
    10      43         15342030         15342044     0
    10      66         15342030         15342044     0
    10      22         15342065         15342079     0
    10      45         15342065         15342079     0
    10      68         15342065         15342079     0
    10       1         15342099         15342113     0
    10      24         15342099         15342113     0
    10      47         15342099         15342113     0
    10       3         15342133         15342148     0
    10      26         15342133         15342148     0
    10      49         15342133         15342148     0
    10       5         15342168         15342182     0
    10      28         15342168         15342182     0
    10      51         15342168         15342182     0
    10       7         15342202         15342216     0
    10      30         15342202         15342216     0
    10      53         15342202         15342216     0
    10       9         15342237         15342251     0
    10      32         15342237         15342251     0
    10      55         15342237         15342251     0
    10      11         15342271         15342285     0
    10      34         15342271         15342285     0
    10      57         15342271         15342285     0
    10      13         15342306         15342320     0
    10      36         15342306         15342320     0
    10      59         15342306         15342320     0
    10      15         15342340         15342354     0
    10      38         15342340         15342354     0
    10      61         15342340         15342354     0
    10      17         15342374         15342389     0
    10      40         15342374         15342389     0
    10      63         15342374         15342389     0
    10      19         15342409         15342423     0
    10      42         15342409         15342423     0
    10      65         15342409         15342423     0
    10      21         15342443         15342457     0
    10      44         15342443         15342457     0
    10      67         15342443         15342457     0
    11       0         15342486         15342500     0
    11      23         15342486         15342500     0
    11      46         15342486         15342500     0
    11       2         15342520         15342534     0
    11      25         15342520         15342534     0
    11      48         15342520         15342534     0
    11       4         15342555         15342569     0
    11      27         15342555         15342569     0
    11      50         15342555         15342569     0
    11       6         15342589         15342603     0
    11      29         15342589         15342603     0
    11      52         15342589         15342603     0
    11       8         15342624         15342638     0
    11      31         15342624         15342638     0
    11      54         15342624         15342638     0
    11      10         15342658         15342672     0
    11      33         15342658         15342672     0
    11      56         15342658         15342672     0
    11      12         15342692         15342707     0
    11      35         15342692         15342707     0
    11      58         15342692         15342707     0
    11      14         15342727         15342741     0
    11      37         15342727         15342741     0
    11      60         15342727         15342741     0
    11      16         15342761         15342775     0
    11      39         15342761         15342775     0
    11      62         15342761         15342775     0
    11      18         15342796         15342810     0
    11      41         15342796         15342810     0
    11      64         15342796         15342810     0
    11      20         15342830         15342844     0
    11      43         15342830         15342844     0
    11      66         15342830         15342844     0
    11      22         15342865         15342879     0
    11      45         15342865         15342879     0
    11      68         15342865         15342879     0
    11       1         15342899         15342913     0
    11      24         15342899         15342913     0
    11      47         15342899         15342913     0
    11       3         15342933         15342948     0
    11      26         15342933         15342948     0
    11      49         15342933         15342948     0
    11       5         15342968         15342982     0
    11      28         15342968         15342982     0
    11      51         15342968         15342982     0
    11       7         15343002         15343016     0
    11      30         15343002         15343016     0
    11      53         15343002         15343016     0
    11       9         15343037         15343051     0
    11      32         15343037         15343051     0
    11      55         15343037         15343051     0
    11      11         15343071         15343085     0
    11      34         15343071         15343085     0
    11      57         15343071         15343085     0
    11      13         15343106         15343120     0
    11      36         15343106         15343120     0
    11      59         15343106         15343120     0
    11      15         15343140         15343154     0
    11      38         15343140         15343154     0
