UUID        = 61d2d1b4-694b-4d43-9460-5caf62d01661
ScanDate    = 20210611_103822
LogVersion  = EJA_1
LogDataType = ACQUISITION_INFO
NumSlices   = 69
NumVolumes  = 380
NumEchoes   = 1

VOLUME   SLICE   ACQ_START_TICS  ACQ_FINISH_TICS  ECHO
    38      12         15364292         15364307     0
    38      35         15364292         15364307     0
    38      58         15364292         15364307     0
    38      14         15364327         15364341     0
    38      37         15364327         15364341     0
    38      60         15364327         15364341     0
    38      16         15364361         15364375     0
    38      39         15364361         15364375     0
    38      62         15364361         15364375     0
    38      18         15364396         15364410     0
    38      41         15364396         15364410     0
    38      64         15364396         15364410     0
    38      20         15364430         15364444     0
    38      43         15364430         15364444     0
    38      66         15364430         15364444     0
    38      22         15364465         15364479     0
    38      45         15364465         15364479     0
    38      68         15364465         15364479     0
    38       1         15364499         15364513     0
    38      24         15364499         15364513     0
    38      47         15364499         15364513     0
    38       3         15364533         15364548     0
    38      26         15364533         15364548     0
    38      49         15364533         15364548     0
    38       5         15364568         15364582     0
    38      28         15364568         15364582     0
    38      51         15364568         15364582     0
    38       7         15364602         15364616     0
    38      30         15364602         15364616     0
    38      53         15364602         15364616     0
    38       9         15364637         15364651     0
    38      32         15364637         15364651     0
    38      55         15364637         15364651     0
    38      11         15364671         15364685     0
    38      34         15364671         15364685     0
    38      57         15364671         15364685     0
    38      13         15364706         15364720     0
    38      36         15364706         15364720     0
    38      59         15364706         15364720     0
    38      15         15364740         15364754     0
    38      38         15364740         15364754     0
    38      61         15364740         15364754     0
    38      17         15364774         15364789     0
    38      40         15364774         15364789     0
    38      63         15364774         15364789     0
    38      19         15364809         15364823     0
    38      42         15364809         15364823     0
    38      65         15364809         15364823     0
    38      21         15364843         15364857     0
    38      44         15364843         15364857     0
    38      67         15364843         15364857     0
    39       0         15364886         15364900     0
    39      23         15364886         15364900     0
    39      46         15364886         15364900     0
    39       2         15364920         15364934     0
    39      25         15364920         15364934     0
    39      48         15364920         15364934     0
    39       4         15364955         15364969     0
    39      27         15364955         15364969     0
    39      50         15364955         15364969     0
    39       6         15364989         15365003     0
    39      29         15364989         15365003     0
    39      52         15364989         15365003     0
    39       8         15365024         15365038     0
    39      31         15365024         15365038     0
    39      54         15365024         15365038     0
    39      10         15365058         15365072     0
    39      33         15365058         15365072     0
    39      56         15365058         15365072     0
    39      12         15365092         15365107     0
    39      35         15365092         15365107     0
    39      58         15365092         15365107     0
    39      14         15365127         15365141     0
    39      37         15365127         15365141     0
    39      60         15365127         15365141     0
    39      16         15365161         15365175     0
    39      39         15365161         15365175     0
    39      62         15365161         15365175     0
    39      18         15365196         15365210     0
    39      41         15365196         15365210     0
    39      64         15365196         15365210     0
    39      20         15365230         15365244     0
    39      43         15365230         15365244     0
    39      66         15365230         15365244     0
    39      22         15365265         15365279     0
    39      45         15365265         15365279     0
    39      68         15365265         15365279     0
    39       1         15365299         15365313     0
    39      24         15365299         15365313     0
    39      47         15365299         15365313     0
    39       3         15365333         15365348     0
    39      26         15365333         15365348     0
    39      49         15365333         15365348     0
    39       5         15365368         15365382     0
    39      28         15365368         15365382     0
    39      51         15365368         15365382     0
    39       7         15365402         15365416     0
    39      30         15365402         15365416     0
    39      53         15365402         15365416     0
    39       9         15365437         15365451     0
    39      32         15365437         15365451     0
    39      55         15365437         15365451     0
    39      11         15365471         15365485     0
    39      34         15365471         15365485     0
    39      57         15365471         15365485     0
    39      13         15365506         15365520     0
    39      36         15365506         15365520     0
    39      59         15365506         15365520     0
    39      15         15365540         15365554     0
    39      38         15365540         15365554     0
    39      61         15365540         15365554     0
    39      17         15365574         15365589     0
    39      40         15365574         15365589     0
    39      63         15365574         15365589     0
    39      19         15365609         15365623     0
    39      42         15365609         15365623     0
    39      65         15365609         15365623     0
    39      21         15365643         15365657     0
    39      44         15365643         15365657     0
    39      67         15365643         15365657     0
    40       0         15365686         15365700     0
    40      23         15365686         15365700     0
    40      46         15365686         15365700     0
    40       2         15365720         15365734     0
    40      25         15365720         15365734     0
    40      48         15365720         15365734     0
    40       4         15365755         15365769     0
    40      27         15365755         15365769     0
    40      50         15365755         15365769     0
    40       6         15365789         15365803     0
    40      29         15365789         15365803     0
    40      52         15365789         15365803     0
    40       8         15365824         15365838     0
    40      31         15365824         15365838     0
    40      54         15365824         15365838     0
    40      10         15365858         15365872     0
    40      33         15365858         15365872     0
    40      56         15365858         15365872     0
    40      12         15365892         15365907     0
    40      35         15365892         15365907     0
    40      58         15365892         15365907     0
    40      14         15365927         15365941     0
    40      37         15365927         15365941     0
    40      60         15365927         15365941     0
    40      16         15365961         15365975     0
    40      39         15365961         15365975     0
    40      62         15365961         15365975     0
    40      18         15365996         15366010     0
    40      41         15365996         15366010     0
    40      64         15365996         15366010     0
    40      20         15366030         15366044     0
    40      43         15366030         15366044     0
    40      66         15366030         15366044     0
    40      22         15366065         15366079     0
    40      45         15366065         15366079     0
    40      68         15366065         15366079     0
    40       1         15366099         15366113     0
    40      24         15366099         15366113     0
    40      47         15366099         15366113     0
    40       3         15366133         15366148     0
    40      26         15366133         15366148     0
    40      49         15366133         15366148     0
    40       5         15366168         15366182     0
    40      28         15366168         15366182     0
    40      51         15366168         15366182     0
    40       7         15366202         15366216     0
    40      30         15366202         15366216     0
    40      53         15366202         15366216     0
    40       9         15366237         15366251     0
    40      32         15366237         15366251     0
    40      55         15366237         15366251     0
    40      11         15366271         15366285     0
    40      34         15366271         15366285     0
    40      57         15366271         15366285     0
    40      13         15366306         15366320     0
    40      36         15366306         15366320     0
    40      59         15366306         15366320     0
    40      15         15366340         15366354     0
    40      38         15366340         15366354     0
    40      61         15366340         15366354     0
    40      17         15366374         15366389     0
    40      40         15366374         15366389     0
    40      63         15366374         15366389     0
    40      19         15366409         15366423     0
    40      42         15366409         15366423     0
    40      65         15366409         15366423     0
    40      21         15366443         15366457     0
    40      44         15366443         15366457     0
    40      67         15366443         15366457     0
    41       0         15366486         15366500     0
    41      23         15366486         15366500     0
    41      46         15366486         15366500     0
    41       2         15366520         15366534     0
    41      25         15366520         15366534     0
    41      48         15366520         15366534     0
    41       4         15366555         15366569     0
    41      27         15366555         15366569     0
    41      50         15366555         15366569     0
    41       6         15366589         15366603     0
    41      29         15366589         15366603     0
    41      52         15366589         15366603     0
    41       8         15366624         15366638     0
    41      31         15366624         15366638     0
    41      54         15366624         15366638     0
    41      10         15366658         15366672     0
    41      33         15366658         15366672     0
    41      56         15366658         15366672     0
    41      12         15366692         15366707     0
    41      35         15366692         15366707     0
    41      58         15366692         15366707     0
    41      14         15366727         15366741     0
    41      37         15366727         15366741     0
    41      60         15366727         15366741     0
    41      16         15366761         15366775     0
    41      39         15366761         15366775     0
    41      62         15366761         15366775     0
    41      18         15366796         15366810     0
    41      41         15366796         15366810     0
    41      64         15366796         15366810     0
    41      20         15366830         15366844     0
    41      43         15366830         15366844     0
    41      66         15366830         15366844     0
    41      22         15366865         15366879     0
    41      45         15366865         15366879     0
    41      68         15366865         15366879     0
    41       1         15366899         15366913     0
    41      24         15366899         15366913     0
    41      47         15366899         15366913     0
    41       3         15366933         15366948     0
    41      26         15366933         15366948     0
    41      49         15366933         15366948     0
    41       5         15366968         15366982     0
    41      28         15366968         15366982     0
    41      51         15366968         15366982     0
    41       7         15367002         15367016     0
    41      30         15367002         15367016     0
    41      53         15367002         15367016     0
    41       9         15367037         15367051     0
    41      32         15367037         15367051     0
    41      55         15367037         15367051     0
    41      11         15367071         15367085     0
    41      34         15367071         15367085     0
    41      57         15367071         15367085     0
    41      13         15367106         15367120     0
    41      36         15367106         15367120     0
    41      59         15367106         15367120     0
    41      15         15367140         15367154     0
    41      38         15367140         15367154     0
    41      61         15367140         15367154     0
    41      17         15367174         15367189     0
    41      40         15367174         15367189     0
    41      63         15367174         15367189     0
    41      19         15367209         15367223     0
    41      42         15367209         15367223     0
    41      65         15367209         15367223     0
    41      21         15367243         15367257     0
    41      44         15367243         15367257     0
    41      67         15367243         15367257     0
    42       0         15367286         15367300     0
    42      23         15367286         15367300     0
    42      46         15367286         15367300     0
    42       2         15367320         15367334     0
    42      25         15367320         15367334     0
    42      48         15367320         15367334     0
    42       4         15367355         15367369     0
    42      27         15367355         15367369     0
    42      50         15367355         15367369     0
    42       6         15367389         15367403     0
    42      29         15367389         15367403     0
    42      52         15367389         15367403     0
    42       8         15367424         15367438     0
    42      31         15367424         15367438     0
    42      54         15367424         15367438     0
    42      10         15367458         15367472     0
    42      33         15367458         15367472     0
    42      56         15367458         15367472     0
    42      12         15367492         15367507     0
    42      35         15367492         15367507     0
    42      58         15367492         15367507     0
    42      14         15367527         15367541     0
    42      37         15367527         15367541     0
    42      60         15367527         15367541     0
    42      16         15367561         15367575     0
    42      39         15367561         15367575     0
    42      62         15367561         15367575     0
    42      18         15367596         15367610     0
    42      41         15367596         15367610     0
    42      64         15367596         15367610     0
    42      20         15367630         15367644     0
    42      43         15367630         15367644     0
    42      66         15367630         15367644     0
    42      22         15367665         15367679     0
    42      45         15367665         15367679     0
    42      68         15367665         15367679     0
    42       1         15367699         15367713     0
    42      24         15367699         15367713     0
    42      47         15367699         15367713     0
    42       3         15367733         15367748     0
    42      26         15367733         15367748     0
    42      49         15367733         15367748     0
    42       5         15367768         15367782     0
    42      28         15367768         15367782     0
    42      51         15367768         15367782     0
    42       7         15367802         15367816     0
    42      30         15367802         15367816     0
    42      53         15367802         15367816     0
    42       9         15367837         15367851     0
    42      32         15367837         15367851     0
    42      55         15367837         15367851     0
    42      11         15367871         15367885     0
    42      34         15367871         15367885     0
    42      57         15367871         15367885     0
    42      13         15367906         15367920     0
    42      36         15367906         15367920     0
    42      59         15367906         15367920     0
    42      15         15367940         15367954     0
    42      38         15367940         15367954     0
    42      61         15367940         15367954     0
    42      17         15367974         15367989     0
    42      40         15367974         15367989     0
    42      63         15367974         15367989     0
    42      19         15368009         15368023     0
    42      42         15368009         15368023     0
    42      65         15368009         15368023     0
    42      21         15368043         15368057     0
    42      44         15368043         15368057     0
    42      67         15368043         15368057     0
    43       0         15368086         15368100     0
    43      23         15368086         15368100     0
    43      46         15368086         15368100     0
    43       2         15368120         15368134     0
    43      25         15368120         15368134     0
    43      48         15368120         15368134     0
    43       4         15368155         15368169     0
    43      27         15368155         15368169     0
    43      50         15368155         15368169     0
    43       6         15368189         15368203     0
    43      29         15368189         15368203     0
    43      52         15368189         15368203     0
    43       8         15368224         15368238     0
    43      31         15368224         15368238     0
    43      54         15368224         15368238     0
    43      10         15368258         15368272     0
    43      33         15368258         15368272     0
    43      56         15368258         15368272     0
    43      12         15368292         15368307     0
    43      35         15368292         15368307     0
    43      58         15368292         15368307     0
    43      14         15368327         15368341     0
    43      37         15368327         15368341     0
    43      60         15368327         15368341     0
    43      16         15368361         15368375     0
    43      39         15368361         15368375     0
    43      62         15368361         15368375     0
    43      18         15368396         15368410     0
    43      41         15368396         15368410     0
    43      64         15368396         15368410     0
    43      20         15368430         15368444     0
    43      43         15368430         15368444     0
    43      66         15368430         15368444     0
    43      22         15368465         15368479     0
    43      45         15368465         15368479     0
    43      68         15368465         15368479     0
    43       1         15368499         15368513     0
    43      24         15368499         15368513     0
    43      47         15368499         15368513     0
    43       3         15368533         15368548     0
    43      26         15368533         15368548     0
    43      49         15368533         15368548     0
    43       5         15368568         15368582     0
    43      28         15368568         15368582     0
    43      51         15368568         15368582     0
    43       7         15368602         15368616     0
    43      30         15368602         15368616     0
    43      53         15368602         15368616     0
    43       9         15368637         15368651     0
    43      32         15368637         15368651     0
    43      55         15368637         15368651     0
    43      11         15368671         15368685     0
    43      34         15368671         15368685     0
    43      57         15368671         15368685     0
    43      13         15368706         15368720     0
    43      36         15368706         15368720     0
    43      59         15368706         15368720     0
    43      15         15368740         15368754     0
    43      38         15368740         15368754     0
    43      61         15368740         15368754     0
    43      17         15368774         15368789     0
    43      40         15368774         15368789     0
    43      63         15368774         15368789     0
    43      19         15368809         15368823     0
    43      42         15368809         15368823     0
    43      65         15368809         15368823     0
    43      21         15368843         15368857     0
    43      44         15368843         15368857     0
    43      67         15368843         15368857     0
    44       0         15368886         15368900     0
    44      23         15368886         15368900     0
    44      46         15368886         15368900     0
    44       2         15368920         15368934     0
    44      25         15368920         15368934     0
    44      48         15368920         15368934     0
    44       4         15368955         15368969     0
    44      27         15368955         15368969     0
    44      50         15368955         15368969     0
    44       6         15368989         15369003     0
    44      29         15368989         15369003     0
    44      52         15368989         15369003     0
    44       8         15369024         15369038     0
    44      31         15369024         15369038     0
    44      54         15369024         15369038     0
    44      10         15369058         15369072     0
    44      33         15369058         15369072     0
    44      56         15369058         15369072     0
    44      12         15369092         15369107     0
    44      35         15369092         15369107     0
    44      58         15369092         15369107     0
    44      14         15369127         15369141     0
    44      37         15369127         15369141     0
    44      60         15369127         15369141     0
    44      16         15369161         15369175     0
    44      39         15369161         15369175     0
    44      62         15369161         15369175     0
    44      18         15369196         15369210     0
    44      41         15369196         15369210     0
    44      64         15369196         15369210     0
    44      20         15369230         15369244     0
    44      43         15369230         15369244     0
    44      66         15369230         15369244     0
    44      22         15369265         15369279     0
    44      45         15369265         15369279     0
    44      68         15369265         15369279     0
    44       1         15369299         15369313     0
    44      24         15369299         15369313     0
    44      47         15369299         15369313     0
    44       3         15369333         15369348     0
    44      26         15369333         15369348     0
    44      49         15369333         15369348     0
    44       5         15369368         15369382     0
    44      28         15369368         15369382     0
    44      51         15369368         15369382     0
    44       7         15369402         15369416     0
    44      30         15369402         15369416     0
    44      53         15369402         15369416     0
    44       9         15369437         15369451     0
    44      32         15369437         15369451     0
    44      55         15369437         15369451     0
    44      11         15369471         15369485     0
    44      34         15369471         15369485     0
    44      57         15369471         15369485     0
    44      13         15369506         15369520     0
    44      36         15369506         15369520     0
    44      59         15369506         15369520     0
    44      15         15369540         15369554     0
    44      38         15369540         15369554     0
    44      61         15369540         15369554     0
    44      17         15369574         15369589     0
    44      40         15369574         15369589     0
    44      63         15369574         15369589     0
    44      19         15369609         15369623     0
    44      42         15369609         15369623     0
    44      65         15369609         15369623     0
    44      21         15369643         15369657     0
    44      44         15369643         15369657     0
    44      67         15369643         15369657     0
    45       0         15369686         15369700     0
    45      23         15369686         15369700     0
    45      46         15369686         15369700     0
    45       2         15369720         15369734     0
    45      25         15369720         15369734     0
    45      48         15369720         15369734     0
    45       4         15369755         15369769     0
    45      27         15369755         15369769     0
    45      50         15369755         15369769     0
    45       6         15369789         15369803     0
    45      29         15369789         15369803     0
    45      52         15369789         15369803     0
    45       8         15369824         15369838     0
    45      31         15369824         15369838     0
    45      54         15369824         15369838     0
    45      10         15369858         15369872     0
    45      33         15369858         15369872     0
    45      56         15369858         15369872     0
    45      12         15369892         15369907     0
    45      35         15369892         15369907     0
    45      58         15369892         15369907     0
    45      14         15369927         15369941     0
    45      37         15369927         15369941     0
    45      60         15369927         15369941     0
    45      16         15369961         15369975     0
    45      39         15369961         15369975     0
    45      62         15369961         15369975     0
    45      18         15369996         15370010     0
    45      41         15369996         15370010     0
    45      64         15369996         15370010     0
    45      20         15370030         15370044     0
    45      43         15370030         15370044     0
    45      66         15370030         15370044     0
    45      22         15370065         15370079     0
    45      45         15370065         15370079     0
    45      68         15370065         15370079     0
    45       1         15370099         15370113     0
    45      24         15370099         15370113     0
    45      47         15370099         15370113     0
    45       3         15370133         15370148     0
    45      26         15370133         15370148     0
    45      49         15370133         15370148     0
    45       5         15370168         15370182     0
    45      28         15370168         15370182     0
    45      51         15370168         15370182     0
    45       7         15370202         15370216     0
    45      30         15370202         15370216     0
    45      53         15370202         15370216     0
    45       9         15370237         15370251     0
    45      32         15370237         15370251     0
    45      55         15370237         15370251     0
    45      11         15370271         15370285     0
    45      34         15370271         15370285     0
    45      57         15370271         15370285     0
    45      13         15370306         15370320     0
    45      36         15370306         15370320     0
    45      59         15370306         15370320     0
    45      15         15370340         15370354     0
    45      38         15370340         15370354     0
    45      61         15370340         15370354     0
    45      17         15370374         15370389     0
    45      40         15370374         15370389     0
    45      63         15370374         15370389     0
    45      19         15370409         15370423     0
    45      42         15370409         15370423     0
    45      65         15370409         15370423     0
    45      21         15370443         15370457     0
    45      44         15370443         15370457     0
    45      67         15370443         15370457     0
    46       0         15370486         15370500     0
    46      23         15370486         15370500     0
    46      46         15370486         15370500     0
    46       2         15370520         15370534     0
    46      25         15370520         15370534     0
    46      48         15370520         15370534     0
    46       4         15370555         15370569     0
    46      27         15370555         15370569     0
    46      50         15370555         15370569     0
    46       6         15370589         15370603     0
    46      29         15370589         15370603     0
    46      52         15370589         15370603     0
    46       8         15370624         15370638     0
    46      31         15370624         15370638     0
    46      54         15370624         15370638     0
    46      10         15370658         15370672     0
    46      33         15370658         15370672     0
    46      56         15370658         15370672     0
    46      12         15370692         15370707     0
    46      35         15370692         15370707     0
    46      58         15370692         15370707     0
    46      14         15370727         15370741     0
    46      37         15370727         15370741     0
    46      60         15370727         15370741     0
    46      16         15370761         15370775     0
    46      39         15370761         15370775     0
    46      62         15370761         15370775     0
    46      18         15370796         15370810     0
    46      41         15370796         15370810     0
    46      64         15370796         15370810     0
    46      20         15370830         15370844     0
    46      43         15370830         15370844     0
    46      66         15370830         15370844     0
    46      22         15370865         15370879     0
    46      45         15370865         15370879     0
    46      68         15370865         15370879     0
    46       1         15370899         15370913     0
    46      24         15370899         15370913     0
    46      47         15370899         15370913     0
    46       3         15370933         15370948     0
    46      26         15370933         15370948     0
    46      49         15370933         15370948     0
    46       5         15370968         15370982     0
    46      28         15370968         15370982     0
    46      51         15370968         15370982     0
    46       7         15371002         15371016     0
    46      30         15371002         15371016     0
    46      53         15371002         15371016     0
    46       9         15371037         15371051     0
    46      32         15371037         15371051     0
    46      55         15371037         15371051     0
    46      11         15371071         15371085     0
    46      34         15371071         15371085     0
    46      57         15371071         15371085     0
    46      13         15371106         15371120     0
    46      36         15371106         15371120     0
    46      59         15371106         15371120     0
    46      15         15371140         15371154     0
    46      38         15371140         15371154     0
    46      61         15371140         15371154     0
    46      17         15371174         15371189     0
    46      40         15371174         15371189     0
    46      63         15371174         15371189     0
    46      19         15371209         15371223     0
    46      42         15371209         15371223     0
    46      65         15371209         15371223     0
    46      21         15371243         15371257     0
    46      44         15371243         15371257     0
    46      67         15371243         15371257     0
    47       0         15371286         15371300     0
    47      23         15371286         15371300     0
    47      46         15371286         15371300     0
    47       2         15371320         15371334     0
    47      25         15371320         15371334     0
    47      48         15371320         15371334     0
    47       4         15371355         15371369     0
    47      27         15371355         15371369     0
    47      50         15371355         15371369     0
    47       6         15371389         15371403     0
    47      29         15371389         15371403     0
    47      52         15371389         15371403     0
    47       8         15371424         15371438     0
    47      31         15371424         15371438     0
    47      54         15371424         15371438     0
    47      10         15371458         15371472     0
    47      33         15371458         15371472     0
    47      56         15371458         15371472     0
    47      12         15371492         15371507     0
    47      35         15371492         15371507     0
    47      58         15371492         15371507     0
    47      14         15371527         15371541     0
    47      37         15371527         15371541     0
    47      60         15371527         15371541     0
    47      16         15371561         15371575     0
    47      39         15371561         15371575     0
    47      62         15371561         15371575     0
    47      18         15371596         15371610     0
    47      41         15371596         15371610     0
    47      64         15371596         15371610     0
    47      20         15371630         15371644     0
    47      43         15371630         15371644     0
    47      66         15371630         15371644     0
    47      22         15371665         15371679     0
    47      45         15371665         15371679     0
    47      68         15371665         15371679     0
    47       1         15371699         15371713     0
    47      24         15371699         15371713     0
    47      47         15371699         15371713     0
    47       3         15371733         15371748     0
    47      26         15371733         15371748     0
    47      49         15371733         15371748     0
    47       5         15371768         15371782     0
    47      28         15371768         15371782     0
    47      51         15371768         15371782     0
    47       7         15371802         15371816     0
    47      30         15371802         15371816     0
    47      53         15371802         15371816     0
    47       9         15371837         15371851     0
    47      32         15371837         15371851     0
    47      55         15371837         15371851     0
    47      11         15371871         15371885     0
    47      34         15371871         15371885     0
    47      57         15371871         15371885     0
    47      13         15371906         15371920     0
    47      36         15371906         15371920     0
    47      59         15371906         15371920     0
    47      15         15371940         15371954     0
    47      38         15371940         15371954     0
    47      61         15371940         15371954     0
    47      17         15371974         15371989     0
    47      40         15371974         15371989     0
    47      63         15371974         15371989     0
    47      19         15372009         15372023     0
    47      42         15372009         15372023     0
    47      65         15372009         15372023     0
    47      21         15372043         15372057     0
    47      44         15372043         15372057     0
    47      67         15372043         15372057     0
    48       0         15372086         15372100     0
    48      23         15372086         15372100     0
    48      46         15372086         15372100     0
    48       2         15372120         15372134     0
    48      25         15372120         15372134     0
    48      48         15372120         15372134     0
    48       4         15372155         15372169     0
    48      27         15372155         15372169     0
    48      50         15372155         15372169     0
    48       6         15372189         15372203     0
    48      29         15372189         15372203     0
    48      52         15372189         15372203     0
    48       8         15372224         15372238     0
    48      31         15372224         15372238     0
    48      54         15372224         15372238     0
    48      10         15372258         15372272     0
    48      33         15372258         15372272     0
    48      56         15372258         15372272     0
    48      12         15372292         15372307     0
    48      35         15372292         15372307     0
    48      58         15372292         15372307     0
    48      14         15372327         15372341     0
    48      37         15372327         15372341     0
    48      60         15372327         15372341     0
    48      16         15372361         15372375     0
    48      39         15372361         15372375     0
    48      62         15372361         15372375     0
    48      18         15372396         15372410     0
    48      41         15372396         15372410     0
    48      64         15372396         15372410     0
    48      20         15372430         15372444     0
    48      43         15372430         15372444     0
    48      66         15372430         15372444     0
    48      22         15372465         15372479     0
    48      45         15372465         15372479     0
    48      68         15372465         15372479     0
    48       1         15372499         15372513     0
    48      24         15372499         15372513     0
    48      47         15372499         15372513     0
    48       3         15372533         15372548     0
    48      26         15372533         15372548     0
    48      49         15372533         15372548     0
    48       5         15372568         15372582     0
    48      28         15372568         15372582     0
    48      51         15372568         15372582     0
    48       7         15372602         15372616     0
    48      30         15372602         15372616     0
    48      53         15372602         15372616     0
    48       9         15372637         15372651     0
    48      32         15372637         15372651     0
    48      55         15372637         15372651     0
    48      11         15372671         15372685     0
    48      34         15372671         15372685     0
    48      57         15372671         15372685     0
    48      13         15372706         15372720     0
    48      36         15372706         15372720     0
    48      59         15372706         15372720     0
    48      15         15372740         15372754     0
    48      38         15372740         15372754     0
    48      61         15372740         15372754     0
    48      17         15372774         15372789     0
    48      40         15372774         15372789     0
    48      63         15372774         15372789     0
    48      19         15372809         15372823     0
    48      42         15372809         15372823     0
    48      65         15372809         15372823     0
    48      21         15372843         15372857     0
    48      44         15372843         15372857     0
    48      67         15372843         15372857     0
    49       0         15372886         15372900     0
    49      23         15372886         15372900     0
    49      46         15372886         15372900     0
    49       2         15372920         15372934     0
    49      25         15372920         15372934     0
    49      48         15372920         15372934     0
    49       4         15372955         15372969     0
    49      27         15372955         15372969     0
    49      50         15372955         15372969     0
    49       6         15372989         15373003     0
    49      29         15372989         15373003     0
    49      52         15372989         15373003     0
    49       8         15373024         15373038     0
    49      31         15373024         15373038     0
    49      54         15373024         15373038     0
    49      10         15373058         15373072     0
    49      33         15373058         15373072     0
    49      56         15373058         15373072     0
    49      12         15373092         15373107     0
    49      35         15373092         15373107     0
    49      58         15373092         15373107     0
    49      14         15373127         15373141     0
    49      37         15373127         15373141     0
    49      60         15373127         15373141     0
    49      16         15373161         15373175     0
    49      39         15373161         15373175     0
    49      62         15373161         15373175     0
    49      18         15373196         15373210     0
    49      41         15373196         15373210     0
    49      64         15373196         15373210     0
    49      20         15373230         15373244     0
    49      43         15373230         15373244     0
    49      66         15373230         15373244     0
    49      22         15373265         15373279     0
    49      45         15373265         15373279     0
    49      68         15373265         15373279     0
    49       1         15373299         15373313     0
    49      24         15373299         15373313     0
    49      47         15373299         15373313     0
    49       3         15373333         15373348     0
    49      26         15373333         15373348     0
    49      49         15373333         15373348     0
    49       5         15373368         15373382     0
    49      28         15373368         15373382     0
    49      51         15373368         15373382     0
    49       7         15373402         15373416     0
    49      30         15373402         15373416     0
    49      53         15373402         15373416     0
    49       9         15373437         15373451     0
    49      32         15373437         15373451     0
    49      55         15373437         15373451     0
    49      11         15373471         15373485     0
    49      34         15373471         15373485     0
    49      57         15373471         15373485     0
    49      13         15373506         15373520     0
    49      36         15373506         15373520     0
    49      59         15373506         15373520     0
    49      15         15373540         15373554     0
    49      38         15373540         15373554     0
    49      61         15373540         15373554     0
    49      17         15373574         15373589     0
    49      40         15373574         15373589     0
    49      63         15373574         15373589     0
    49      19         15373609         15373623     0
    49      42         15373609         15373623     0
    49      65         15373609         15373623     0
    49      21         15373643         15373657     0
    49      44         15373643         15373657     0
    49      67         15373643         15373657     0
    50       0         15373686         15373700     0
    50      23         15373686         15373700     0
    50      46         15373686         15373700     0
    50       2         15373720         15373734     0
    50      25         15373720         15373734     0
    50      48         15373720         15373734     0
    50       4         15373755         15373769     0
    50      27         15373755         15373769     0
    50      50         15373755         15373769     0
